TEXTS,RESULT
"간편한 치어팩으로
올 여름을 더욱 시원하게~
식품의 유형 빙과류 생산자 및 소재지 F1:롯데제과(㈜) 서울시 영등포구 양평로21길 25, F2:롯데제과(㈜) 경남 양산시
양산대로 1158, F4:한보제과㈜ 경기도 이천시 대월면 경충대로 1587 제조연월일 후면표기(연,월,일)
또는 품질 유지기한 없음 포장단위별 용량(중량),수량 160ml/1개 주원료및함량 정제수, 말티톨시럽7%, 백설
탕,액상과당,망고농축퓨레(고형분28%)4%,오렌지 농축액 (고형분65%)3.5%,기타올리고당,사과청징농축액 (고형분
70%)1%, 혼합분유(우유),가공버터,혼합제제(유화제,유청분말,구아검(대두),로커스트콩검,카라기난),합성착향료(망
고향,오렌지향),구연산,안나토색소 1회 제공량 1회 제공량 1개(160ml), 총 1회 제공량(160ml) 1회 제공량 당 함량
열량105kcal, 탄수화물 25g(8%),당류 16g,단백질 0g(0%),지방 0.7g(1%),포화지방 0.5g(3%),트랜스지방 0g,
콜레스테롤 Omg(0%),나트륨 10mg(1%)
유통기한",1
"대상 Wellife
차이를아는
건강한사람들의 웰라이프
ULTRA
DOUBLE UP
눈 밝은 세상
Wellife
ULTRA
DOUBLE UP
눈 밝은 세상 1아전단-예커관센
반짝반짝
건 강 한
맑 은 눈
매일 스마트폰, PC, TV에
노출되는 한국인의 눈
지금까지 루테인만 드셨습니까?",0
"지친 한국인의 눈을 위한
복합 기능성 제품!
대상 Wellife
ULTRA
DOUBLE UP
눈 밝은 세상 후태인자아전한 두가로틴
눈 건강을 위한 복합 가능성 제품
황주 /직심 틴
어두은 곳에서 시각 적용을
AND FOOD
WELLIFES
건강기능식품
42 9(700 mg x 60 접슐)
Bright Eye Care
루테인· 지아잔틴 ·베타카로틴|
눈 건강을 위한 복합 기능성
루테인 16mg + 지아잔틴 4mg + 베타카로틴 0.42mg
루테인지아잔틴복합추출물
: 노화로 인해 감소될 수 있는 황반색소 밀도를 유지시켜주어눈 건강에 도움을
드립니다.",0
"베타카로틴
: 어두운곳에서 시각 적응, 피부와 점막 형성 및 기능유지, 상피세포의 성장과
발달에 필요합니다.",0
"POINT 01
한국인의 눈을 위한
복합 기능성 제품으로 눈 건강에
도움을 줍니다.",0
"루테인지아잔틴복합추출물 20%
눈 건강의 핵심! 눈 속의 눈!
눈 망막의 중심 시력을 담당하는
황반
눈 시력의 90%를 담당하는 황반, 그 중심부에
지아잔틴
건강한 황반을 위해 황반색소의 밀도를 유지해주는 성분이
바로, 루테인·지아잔틴입니다.",0
"황반주변부 루테인 16mg
+
황반 중심부 지아잔틴 4mg
ULTRA
DOUBLE UP
눈밝은 세상
POINT 02
건강한눈을 위해
'베타카로틴 0.42 mg""
눈 건강의 핵심! 눈 어두운 곳에서 시각 적응에 필요
피부와 점막 형성 및 기능 유지에 필요
상피세포의 성장과 발달에 필요
beta-carotene
POINT 03
소중한눈을 위해
엄선한 원료들만 담았습니다!
Bright Eye Care
어두운 곳에서 시각 적응을
위해 필요한 베타카로틴
마리골드 꽃에서 추출한
루테인지아잔틴복합추출물
주원료
헤마토코쿠스
'추출물
(아스타잔틴)
블루베리
농축액분말
비타민E
포도씨유
빌베리
추출물분말
당근
추출물분말
정제어유
부원료
|""이 모든 걸 한 알에 담았습니다""
""하루 1캡슐, 눈 밝은 세상으로 눈에게 휴식을 주세요""
Information
눈 노화는 왜 일어날까요?
눈 노화는 연령 및 각종 스트레스, 비타민 부족, 자외선, 환경오염,
컴퓨터 및 핸드폰 이용 급증 등 유해한 환경에 의해 일어납니다.
눈 건강의 핵심! 눈 속의 눈! 황반
황반은 크기가 3mm 정도에 불과하지만 시신경 세포가 모여있습니다.
밝기, 색, 형태 등을 인식하는 역할을 하며 시력의 약 90%를 담당하여
매우 중요합니다.
황반은 루테인과 지아잔틴 2가지 황반색소가 함께 채워져서 구성됩니다.
나이가 들수록 황반색소의 밀도는 감소합니다.
황반 색소는 체내 합성이 되지 않으므로,
반드시 외부로부터 보충해야합니다.
연령별 황반색소 밀도 변화
0.41
0.38
0.35
0,32
0.29
0,26
0.23
0.20
40~50대
20~30대
30~40대
50~60대
출처 : risk factors for age-related maculopathy are accociated with
a relative lack of macular pigment, 84 (2007)61-74
※ 본 정보는 제품정보와 관련없는 건강정보입니다.
How to eat
이렇게 섭취하세요
섭취횟수
성인 1일 1회
1회 캡슐
1캡슐 (700mg)
섭취방법
물과 함께 섭취
Recommended to
이런 분들께 추천합니다
#눈이침침
#스마트폰
태블릿PC 사용이 많은
현대인
#눈 노화
눈의 영양공급이
필요하신 분
희미하신 분
#어두운 곳
#TV, 게임
장시간 즐기시는 분
#직장인
눈이 답답하신 분
하루 종일 컴퓨터로
일하시는 분
#야간 운전
#눈 영양
평소 눈 사용이 많으신 분
#대학생
책, PC, 노트북을
많이 보시는 분
눈 관리가 필요하신 분
Product information
제품정보
제품명 : ULTRA DOUBLE UP눈 밝은 세상
내용량 : 42g (700mg x 60 캡슐)
원료명 및 함량 : 루테인지아잔틴 복합추출물 20%(홍화씨유, 루테인추출물, 지아잔틴추출물
/멕시코산), 베타카로틴, 포도씨유(스페인산), EPA및DHA함유유지[정제어유, 비타민E혼합제제
(D-알파-토코페롤, D-토코페롤혼합형) /아이슬란드산], 밀납, D-a-토코페롤, 비타민C, 빌베리
추출물분말, 블루베리농축액분말, 헤마토코쿠스추출물(아스타잔틴), 당근추출분말 고등어, 대!
영양가능정보
루테인지아잔틴복합추출물 20%: 노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어
눈건강에 도움을 줌 ·베타카로틴: 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고
기능을유지하는데 필요, 상피세포의 성장과 발달에 필요.
영양정보
1일 섭취량 : 1 캡슐 (700 mg)
%영양성분기준치
1일 섭취량 당
함량
열량
탄수화물
단백질
5 kcal
O g
0 g
0.5g
O mg
0.42mg
16 mg
4 mg
※ %영양성분기준치: 1일 영양성분기준치에 대한 비율
0%
0%
지방
나트륨
베타카로틴
루테인
1%
0%
지아잔틴
주의사항
•섭취 시 주의사항: 특정질환, 특이체질, 알레르기체질, 임산부의 경우에는 간혹 개인에 따라
과민반응이 나
[루테인지아잔틴복합추출물 20%) 과다 섭취 시 일시적으로 피부가황색으로 변할수 있습니다.
보관 시 주의사항 : 직사광선 및 고온다습한 곳을 피해 서늘한 곳에 보관하십시오. 영· 유아 및
어린이 손에 닿지않는 곳에 보관하십시오.
내포장재질 : 염화비닐수지, 알루미늄호일
•교환 및 반품 : 판매원 및 구입처
•고객상담실: 080-996-5000(수신자부담)
•본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.
•본 제품은 공정거래위원회 고시소비자분쟁 해결기준에 의거 교환또는 보상 받을 수 있습니다.
•본 제품은 난류(가금류), 우유, 메밀, 땅콩, 밀, 게,새우, 돼지고기,복숭아,토마토, 호두, 닭고기,
오징어, 조개류(굴, 전복,홍합포함를 사용한 제품과 같은 제조시설에서 제조하였습니다.
•부작용 추정사례 신고는국번없이 1577-2488
•건강기능식품전문제조원: (주)노바렉스 충북 청주시 청원구 오창읍 각리 1길 94
•건강기능식품유통전문판매원 : 대상라이프사이언스주식회사 서울특별시 중랑구 면목로 470
원료를 확인하시고, 섭취 전에 전문가와 상담
시기 바랍니다.
수",1
"MAMA
INSTANT NOODLES SHRIMP TOM 4UM FLAVOUR
태국 마마 컵라면
쉬림프 톰얌.
(1274입)
STAST NOODLES
MAMA
CUP
SHRIMP TOM YUM
마약라면! 중독에 주의하세요~",0
"MAMA
Instant Noodle Products ""MAMA""라는 상표로
인스턴트 라면을 제조, 유통하는 태국 업체로 40년 이상
시장 점유율이 50% 이상이며 전세계에 널리 알려져 있습니다.",0
"마마는 유럽, 미국 및 호주의 우수 기업을 대상으로
일일 생산량을 600만수량을 생산하고 있으며 제품의 가격과
품질을 위해 노력하고 있습니다.",0
"태국 마마 컵라면 쉬림프 톰얌
맛의 핵심
톰암이라는 말은 태국어로 톰은 ""끓이다""라는 말이며
양/암 은""새콤한 맛""을 뜻하는 말입니다.",0
"육수에 사용된 고수가 풍기는 독특한 향은 한번 익숙해지면
잊을 수 없을 정도로 매력적인 태국 전통 요리입니다.",0
"태국 전통의 맛을 살리기 위해 각종 첨가물 최소화하여 건강함은 물론
국물까지 깔끔하게 맛 보실 수 있습니다.
고수잎
느끼한 맛을 없애는데 탁월한 효과를
나타내는 향마를 지니고 있어
천연향신료로 널리 사용되는 식물
카피르라임잎
기름기가 많고 라임처럼 신맛을 갖고 있다.",0
"돔암꿈의 재료로도 유명한데 직접먹지는 않고
국물을 내는데 사용한다. 라임을 연상시키는 향이
강하고 독특함
Ristair nooDLES
레몬그라스
MAMA
신맛이 나지 않는 레몬향 나는 허브이며
소화를 촉진하고 빈혈을 예방하는효과가있다.",0
"복통설사, 두통, 발열의 치료에도 쓰임
CUP
SHRIMP TOM YUM
영양성분 및 원재료
Rises NooDLS
SHRIMP TOM YUM
영양성분
탄수화물 | 당류 | 단백질 | 지방 |포화지방 |트랜스지방 | 콜레스테롤| 나트륨
영양성분 표
5g 6.4g 13g
1350mg
1회제공량 기준
317kcal
44g
6g
Og
Omg
12% 25%| 40%
일일권장량 대비 (%)
13%
68%
원재료명 및 함량 ▼
제품명 : 마마 컵 쉬림프 돔암 (새우분말0.03%)
식품유형 : 유탕연류
내용량: 1회 제공량 1컵 70g (317kcal)
원산지: 태국
원재료명 : 유탕면류-밀가루,팜유,건조식품(조직대두단백),
정제소금,설탕,건조파,셀룰로오스검,탄산수소나트륨,탄산칼륨(무수),
폴리인산나트륨,간장(대두정제소금,정제수)복합조미스프-정제소금,설탕,
-글루타민산나트륨(향미증진제),고춧가루구연산,5-리보뉴글레오티드이나트륨,
천연레몬향새우분말,향미유-팜유,고추항신료(마늘,레몬그라스,카피르라임잎),
정제소금,파프리카추출색소,(밀,대두새우함유)
유동기한: 제품별도표기일까지 (년 월일순)
식품 위생법에 의한 한글표시 사항
본 상품은 식품 위생법에 의해 상품에 안내고지된 재료
성분과 동일한 재료로 만들어진
마마 쉬림프 정식 수입허가 상품입니다.",1
"Oriental Style Instant Cup Noodles Shrimp Tom Yum Flavour
CH Ingredients:
wheat flour 75 % , palm oil, salt, sugar, chilli powder, flavour enhancer :E621, E635,
textured soy protein, citric acid, spices, dried spring onion, acidity regulator
ES00, E501, E451, thickener :E466, soy sauce soybean, water, salt),
shrimp powder 0.03 %, flavouring 0.03 %, colour(paprika oleoresin)
May contain traces of egg, milk, fish, sesame, celery and mollusc
INSTANT CUP NOODLES SHRIMP TOM YUM FLAVOUR
마마 컵 쉬림프 몸암(새우분말0.03%)
유탕면류
크리티움어드바이저스
(T:02-3486-2049)서울 서초구 서초대로 240(동일하이빌) 605호
THAI PRESIDENT FOODS PUBLIC CO., LTD
제품별도표기일까지(년 월 일 순)
70g/317kcal)
|제품명
| 식품유형
| 수입업소
| 제조업소
| 유통기한
|4용량
| 원산지
| 원재료명
HDPE
포크:PP
태국
유탕연류·일가루,맘유,건조식품(조직대두단백),정제소금,설탕,건조파, 셀룰로오스검,
탄산수소나트륨, 탄산칼륨(무수), 폴리인산나트륨,간장(대두, 정제소금 정제수),
복합조미스프·정제소금,설탕L 글루타민산나트륨(향미중진제),고춧가루, 구면산,
5-리보뉴클레오티드이나트륨, 천연레몬향,사우분말, 향미유·담유,고추,향신료
(마늘제몬그라스카피르라임잎), 정제소금파프리카추출색소
용기·콜리에틸렌, 뚜껑·알루미늄호일,포크-폴리프로틸렌
서늘하고 건조한곳에 보관
이제품은 계란,우유,고등어,오징어조개류와 같은 제조시설에서 제조하고 있습니다.",1
"|용기 및 포장재질
| 보관방법
|부정불량식품 신고는 국번없이 1399
1회 재공량 1컵(70g) / 총 1회 제공량(70g)
|1회 제공량당 함량 열량317kcal, 탄수화물 44g(13%),당류5g, 단백질6.4g(12%),
지방13g(25%) 포화지방6g(40%).트랜스지방0g, 콜레스테롤0mg(0%),
나트륨1350mg(68%)( )안의 수치는 1일 영양성분 기준치에 대한 비율임
|명양성분
태국 마마 컵라면
쉬림프 톰얌 개봉박두!
ORIENTAL STYLE INST
MA
CL
SHRIMP
젓가락 따로 챙길 필요없이
안에 포크가 들어있어 간편합니다.",0
"O
분말스프
CUP
SHRIMP TOMYUM
액상스프
포크
태국 마마 컵라면
쉬림프 톰얌 먹어보기!
1. 분말스프 그리고 액상스프를 넣어줍니다.",0
"스프는 식성에 따라적당량 넣어주시고
고수, 해물 등을 곁들여 드시면 더욱 맛이 좋습니다.",0
"MAMA
SHRIMP TOM YU
2. 끓는 물을 표시선까지 부어주세요!",0
"MAMA
CUP
RIMP TOM YUM
3. 뚜껑을 덮고 포크를 올려주고 3분만 기다리면 완성!
Seasoning Sachet
Store in a col and dyrati
Koel en droo bewe
용기 겉에는 두꺼운 종이로 둘러싸여 있어
잡아도 뜨겁지 않습니다.",0
"MAMA
CUP
SHRIMP TOM YU
MAMA
CuP
Export Quality
MAMA
MAMA
CUP
얼큰하고 새콤한 맛 쉬림프 톰얌 라면!
1박스에 12개가 들어있습니다.",0
"MAINA
MPMA
MAMA
집, 회사, 등산, 야외활동 등
태국 마마 컵라면 쉬림프 톰얌으로
간편하고 편리하게 한끼 식사하세요~!",0
"MAN S tU MA
L WAMA 그
MAMA
MAMA
상품 정보 제공 고시
9.5cm
MAMA
CUP
SHAIMP TOM YUM
11.3cm
6.8cm
태국 마마 컵라면 쉬림프 톰얌 (1박스 12개입)
제품명
뚜껑-알루미늄호일 / 포크-폴리프로필렌
용기 폴리에틸렌 /
재질
제조사
THAI PRESIDENT FOODS PUBLIC CO., LTD
제조국
태국
면 62g / 향신료 8g / 총 70g
용량
보관 및 주의사항
-직사광선을 피하고 서늘하고 건조한 곳에 보관하십시오.",0
"-석유루, 건어물류 등 냄새가 나는곳에 보관하지 말아주십시오.",0
- 유통기한이 지난제품은 절대로 드시지마세요.,0
-조리법에 유의하시고 개봉 후 가능한 빨리드세요.,0
-조리시 안전사고에 주의하세요,0
-포장재 절단면이 날카로워 다칠 우려가 있으므로 개봉 및 사용시 주의하세요.,0
"구매전 주의사항
-색상은 모니터 설정, 촬영 장소에 따라 실제 색상과 차이가 있을수 있으니 구매시 참고 바랍니다.",0
·측정 방법에 따라 실제 사이즈와 0.5-1cm 정도의 오차가 발생할 수 있습니다.,0
"상품의 사용 및 제품 구성품의 파손 분실, 비닐 박스 등 포장훼손의 경우 반품이 불가합니다.",0
제품 디자인과 이미지를 무단도용 시민형사상의 책임을 물을 수 있습니다.,0
COPYRIGHT (C) HOMESWELL ALL RIGHTS RESERVED,0
"CREFOOD
201 Gunpo IT Vally 1045, Dangjeong-dong,
TEL: (031)395-4464
FAX: (031)396-4464
Gunpo-si, Gyeonggi-do, Korea
E-mail bayaca@naver.com
귀중
(주)트루라이프
제품 시 험 성 적 서
출고일 : 2019년 1월 11 일
단호박크런치바
크레 19-0111-3
제 품 명
발행 No.
2018년 12월 27일
수량(봉)
1,390
제 조일 자
오정미국
시험 일 자
담당자
2018년 12월 27일
장 보 영
확 인
크레푸드 품질관리실
시 험 장 소
규격 및 결과
고
비
과
결
격
규
항
목
|곡류,견과류 등 구운 형태
적합
성
상
없음
없음
01
육안검사
이미,이취가 없어야 함
적합
관 능 검 사
적합
표 시 사 항
포장 상 태
적합
적합
종 합
판 정
※ 표기사항내역 : 식품의 유형,제품명,제조일,원재료 및 함량,중량,사용기준,보관상주의
결 재
KU
Oku",0
"SINCE 1965
유동
큼직하고 쫄깃한
Mi열 발기 올황고막
간편하게~
하나!",0
"간편한 제철 별미
여수 여자만, 100% 국내산
셋 착한 소비로 어민사랑
벌교
전남
여자만
여수
1965
SINCE
NEW
신제품
시1949
EANCE
큼직하고 쫄깃한
왕꼬막 문작
문왕모
큼직하고 쫄깃한
출왕꼬막지
골뱅이
100
험감이 없수일
SINCE 1965
유동
식품안전관리인증
HACCP
큼직하고 쫄깃한
좋왕꼬막 장고만
1965
SINCE 1
동
큼직하고 쫄깃한
혼왕꼬막!
100
국내산교복
280g(154Kca
피꼬막 42.86%
조리예
1965
SINCE
유ㅇ
큼직하고 쫄깃한
동
왕꼬막%
큼직하고 쫄깃한
들왕꼬막!
인 골뱅의 0
가득한
골뱅의의
바다 내응,
%
국내산꼬막
국내산과
주 271%, 콜뱅이 1714%
조리예
280 g040 kca)
피꼬막 26.71 %, 골뱅이 17:4%
유동 순살왕꼬막은!
3.언제 어디서나 간편하게 !
2.집에서 먹던 맛 그대로!
1.국내산 여수 여자만 꼬막
-Since 1965 & 1등 골뱅이
업체 '유동' 에서 만들어
우수한 맛과 품질
-오랜시간 해감할 필요X.
어렵게 손질할 필요 X
바로먹는 간편한 꼬막
-패류독소0%발생 청정지역
-2천 여수어민과 상생
1. 숙취해소
2. 빈혈에 효과
3. 성장발육
4. 혈관질환예방
5. 면역력 강화
참꼬막
새꼬막
피꼬막
|4.큼직해서 더 맛있는 왕꼬막
6.함께먹는 꼬막&골뱅이
5.몸에도 좋은 꼬막
-꼬막 중 가장 크고, 쫄깃한
피꼬막만 엄선해 만들었습니다",0
"-꼬막에는 몸에좋은 타우린,
베타인, 철분 등의 성분이
많아 건강에 도움을 줍니다.",0
"쫄깃한 골뱅이와
담백한 꼬막 콜라보~
투인원 소비자 트랜드 반영
상품고시
1965
1965
SINCE
SINCE
TT
큼직하고 쫄깃한
큼직하고 쫄깃한
은왕고꼬막
을왕꼬막시
골뱅의
100
100
국내산과
주1
골뱅이 W64%%
-280g(고형량 120g)
함량 : 꼬막 25.71%+골뱅이 17.14%
280g(고형량 120g)
함량 : 꼬막 42.86%
유동 순살 왕꼬막&골뱅이
유동 순살 왕꼬막
제품명
내용량
280g / 고형량 120g
280g / 고형량 120g
피꼬막(국내산)25.71 %, 골뱅이(외국산:영국산,아일랜드산,노르웨이산)
17.14 %, 정제수, 혼합간장[탈지대두 (외국산: 인도산, 미국산, 중국산
등), 천일염(호주산), 액상과당, 주정, 소맥(미국산). 백설탕, 정제소금
(국내산), 글리신, L-글루타민산나트륨 (향미증진제), 구연산, 미림
피꼬막(국내산)42.86%, 정제수,혼합간장[탈지대두(외국산:
인도산, 미국산, 중국산 등), 천일염(호주산), 액상과당, 주정,
소맥(미국산)
주요 재료 및 함량
백설탕, 정제소금(국내산), 글리신, L-글루
타민 산나트륨(향미증진제), 구연산, 미림
위 또는 아래표시일까지
(제조일로부터 3년)
위 또는 아래표시일까지
(제조일로부터 3년)
수산물가공품(멸균제품)
유통기한
식품유형
수산물가공품(멸균제품)
습기가 차지 않는 곳에 상온보관
보관방법
습기가 차지 않는 곳에 상온보관
누구나 골뱅이처럼 간편하게 먹을 수 있는
1000, 국산 유동 순살왕꼬막 레시피
:꼬막 초무화
꼬막+초고추장
양념간장꼬약
생생 레시피
Recipe
꼬막 + 초고추장
재료: 유동 순살왕꼬막 280g 1캔 / 초고추장
시판 초고추장을 사용하거나 고추장+식초+
바로 찍어 먹어도 맛있어요~",1
"설탕 or 매실액 등으로 초고추장을 만들어
Recipe 2
양념 간장 꼬막
재료: 유동 순살왕꼬막 280g 1캔, 간장, 고춧가루, 물엿, 설탕, 다진마늘, 다진파,
참기름,통깨
1. 양념장 만들기 : 간장2큰술, 고춧가루1 작은술, 물엿1작은술, 설탕1작은술, 다진마늘
1작은술, 다진파 1 작은술, 참기름과 통깨 약간을 넣어 양념장을 만듭니다.",0
2. 유동 순살 왕꼬막을 접시에 넣고 양념장을 얹어서 드세요~,0
"Recipe 3
꼬막 초무침
재료: 유동 순살 왕꼬막 1캔, 갖은 채소, 양념장(고추장 2큰술, 고춧가루 1큰술, 식초 4큰술,
물엿 1 큰술, 설탕 1큰술, 다진마늘 1큰술, 참기름과 통깨 약간)
1. 양념장 만들기 : 고추장 2큰술, 고춧가루 1큰술, 식초 4큰술, 물엿 1큰술, 다진마늘
1작은술, 참기름과 통깨 약간을 넣어 양념장을 만듭니다.",0
"2. 유동 순살 왕꼬막과 갖은채소, 양념장을 섞어 버무려서 드세요~",0
더 많은 레시피는 유동 홈페이지를 참조하세요.,0
"www.yoodong.co.kr
통조림의 특성
통조림은 SLOW FOOD입니다.",0
통조림은 편리합니다.,0
"통조림 식품은 제조 후 3~6개월이 지나야제
맛을 내기 시작합니다.",0
"통조림은 바로 먹거나, 기호에 따라 약간의
조리를 하여 즐길 수 있습니다.",0
"통조림은 어느 장소에서나 손쉽게 즐길 수
있습니다.",0
통조림은 안전합니다.,0
통조림은 경제적인 식품입니다.,0
"통조림은 제철에 대량 생산되는 농 수산물을
활용하기 때문에 좋은 식품을 저렴하게 장기
보관하여 먹을 수 있는 식품 입니다.",0
"통조림은 금속 용기로 완전 밀봉되어 있어
외부의 충격이나 온도 변화 등에 의한 위험성이
낮습니다.",0
"통조림 캔 따는 법
주의!!! 개봉시 캔 절단부분에 손이 닿지 않도록 주의 하십시오.",0
"※ 캔고리가 떨어진 경우 강제로 따면 손을 다칠 수 있으니
따지마시고 구입 장소 또는 고객 만족실로 연락주시면 교환해
드립니다.",0
"② 엄지를 뚜껑에 대고
천천히 당기세요.",0
① 고리를 세워 젖히세요.,0
"LHO
LHO
야
야 m
동동동
OF
LHO
LHO
야 MO
OF MO",0
"퓨어랑
농축
20에
배
LecRAN
LEMON BALM
레몬밤 추출분말
레몬밤잎 100%
L00%
Prtmim
QUALITY
퓨어랑
500g
ewE4-1-2
781교구
wwwode
식품의 유형 |고형차
레몬밤추출분말
|원재료명 및함량 레몬밤잎 100%
500g
제품명
[섭취방법] 하루 1~3회,1~2티스푼을 물이나 음료와 함께 드시]
거나 음식에 첨가하여 드세요.",1
"(횟수와 양은 기호에 맞게 조절)
[섭취시주의사항] 특이체질, 알레르기체질의 경우에는 원료를
확인하신 후 섭취하십시오
원산지 |중국
수입업소명 | (주)디딤인터내셔널 / 서울시 강북구 한천로143길 34-21
|소분판매업소명 퓨어랑/경기도 남양주시 사릉로58번길 47, 202호
내용량
[보관방법] 직사광선 및 고온다",0
습한 곳을 피해 보관하십시오.,0
"[반품 및 교환처] 구입처
Ningsian Hengrui Kang Biological Technology Co, Ltd/ 중국 | ※본제품은 소비자기본법에 의한 소비자분쟁 해결
기준에의거 교환 또는 환불, 보상을 받을 수 있습니다.",0
"※ 부정·부량식품 신고는 국번없이 1399
제조원
소비자상담실|| 070-8779-3366
유통기한
별도표시일까지
비닐류
내포장재질 | 폴리에틸렌
OTHER",0
"시에나 디자인 알칼리음료 500m X20
WATERCAFE
blue
present
Siana
*라벨이미지는 변경될수 있습니다.",0
"pH농도가 매우높은 알칼리음료
일반적인중수의 pH7.0 보다 높은 pH 9.X의 강한 알칼리음료입니다.",0
IAMC 복합물질로 만들어져 개봉된 후에도 긴시간알칼리의 성질을 유지하고 있습니다.,0
"Normal water
(157HZ
Siana water
(53H2)
물분자가매우 작아요!",0
알카리음료는물분자가 매우 작은것이 특징입니다.,0
"차나 커피를 마실때 이용하시면 매우 빠르고
깊은향을 낼수가 있습니다.",0
"제품정보
상품번호
WO041
시에나 디자인 알칼갈리 음료 500mlX 20
식품 위생법에 따른 표시사항
식품의유형
생산자및 소재지
유통기한&품질유지기한
혼합음료
오케이에프㈜/ 경북안동시풍산읍과정리 231
(24개월상시 입출고상품으로항상최신입고상품으로 발송하고있습니다.",0
"본상품은해당물류센터 직발송상품인 관계로 제조연월 정보제공이
어렵습니다.",0
"소비자상담(tel 070-7719-4000)으로 연락 시, 정보확인가능
포장단위별용량(중량),수량
유전자재조합식품 여부
영유아식 또는 체중조절식품 해당사항없음
500mlX20(PET)
해당사항없음
수입식품 여부
해당사항없음
소비자 상담 관련 전화번호
원재료명 및 함량
판매처 : 070-7719-4000
정제수99.94%시에나0.06%
(혼합제지염화갈륨,염화마그네슘,탄산갈륨,D-솔비톨,정백당,정제수)
1회제공량(100ml당)총 5회 제공량 : 열량。Kcal,탄수화물Og(0%),당류
Og단백질0g(0%)지방0g(0%)포화지방0g(0%)트랜스지방0g,콜레스트롤
Omg(0%)나트륨Omg(0%)
영양성분표시대상여부
Sianawater
Sianawater
.siana.co.ki
혼합음료 ·대용
www
design
제품명 : 디자인워터시에나 ·식품유형 :
20ml 포장재질 : 불리에틸렌레프탈레이트> 원재료 및
정제수99%, 시에나0%혼합제제 : 염하길륨, 염화마고녀-
신강, D-술비로, 장벽당, 정제쉬) 유통기한: 상단 는 a
기일까지 직사경선이 없는 깨끗하고 지한 곳에 보건하시기
합니다",1
"·용기가 맹창 손상 되었거나 내용물의 변장이 의심될 경은
용을 삼가시고 구입처 및 본사로 교환 받으십시오 개봉 후 개념
|적빨리 드시거나 냉장보관 하십시오 일반 생수와 다른 맛을 느
수 있으나 제품의 특징이므로 안심하고 음용하시기 바랍니다.",0
"desin
slanawater
khot + 유 l0gHR R hlo ly h유 극
w phe IdvloT lo
:공정거래임었히 고시 산비자 보생 해결기주에 이거 교화 또는 보
받으실 수 있습니다.",0
"교한장소 : 고객상담신(08)-497-05% 도
는 구입처 부정불량식품 신고는 국번 없이 1399 제조원 : 오
이에프(주) 경북 안동시 풍산읍 괴정리 231 . 판매원 : (주)트렌드레
브 서울시 성동구 성수동 1까 16-4 SK테크노빌딩 8층 ·
hklY ()olo :
에를 함유한 재품이만 이 로고를 사용합니다",0
"-
li 009)윤운x ss을 W00L 음운 sL 공운운P|
| 인스지방 0g, 콜레스테롤 0g(0%), 나트륨 Oag(0%)
니 안의 수치는 1일 영양소 기준치에 대한 비율임",0
"wooriga
(주)우리가스토리
20배농축
핑거루트분말
핑거루트는 손가락 모양을 닮아 이름이 붙여진 생강과 식물입니다.",0
생강과 유사한 맛으로 독특한 매콤한 향에 구수한 맛이 특징입니다.,0
"WOORIGA STORY FINGER ROOT
건강 먹거리전문 기업
우리가스토리
STORY
WOORIGAFOOD&
BERRIES &
NUTS & TEA
154요.",0
"핑거루트분말
핑거루트분말:
- 20배
농축
-20배
FINGER ROOT EXTRACT 250 9g
www.woori-ga.com
FINGER ROOT EXTRACT 2509
20배농축추출분말이란?
우리가스토리 핑거루트 추출분말은
유효성분을 추출한 원액을 20배농축하여 분말화해 보다
적은 양으로도 많은 성분을 섭취하실수 있습니다.",0
"HOW TO EAT
wooriga,
핑거루트분말
20배
농죽
핑거루트분말:
20매
EXTRACT POWDER
PINGER ROOTEXTRACT 2509
20배농축핑거루트분말, 먹는 방법!
약 1.5g 정도를 따뜻한 물 200~250ml에 넣어 함께 섭취하십시오.",0
-유유나 두유 등의 음료 및 기타 요리에 첨가하여 드셔도 좋습니다.,0
-처음 섭취 시에는 소량으로 섭취하시다 점차 양을 늘리세요.,0
"20배농축핑거루트분말, 보관 방법!
직사광선 및 고온다",0
습을 피해 서늘하고 건조한 곳 에 보관해주세요.,0
"-개봉 후에는 가급적 빨리 섭취하시고, 보관에 유의하시기 바랍니다.",0
"/ 선물세트 /
nuts& berries
seeds& organic
Superpowdes+
superfood& tea
wooriga
XTEACT PRwGES
wooriga.
핑거루트분말30 핑거루트분말
INGEROnt
NDpriga.
핑거루트분말 0
티NGES BOOT
exaCT PDWOIR
제품명 : 핑거루트추출분말
원재료명 및 함량 : 핑거루트추출분말 100%
판매원 및 광고주체 : (주)우리가스토리 경기 양주시 은현면 운하로 434번길 2-9(하패리) 1522-3443
보관방법 : 직사광선을 피하고 건조하고 서늘한 곳에 보관하십시오.",1
"식품유형 : 고형차
중량 : 제품에 별도표기
원산지 : 중국
제조원 : 제품에 별도표기
개봉 후에는 가급적 빨리 섭취하시고, 보관에 유의하시기 바랍니다.",0
"주의사항 : 본 제품은 땅콩, 호두, 대두, 우유, 밀 등을 사용한 제품과 같은 소분 시설에서 포장하고 있습니다.",0
본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 또는 보상받을 수 있습니다.,0
